"Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales","Item_Category","Outler_Age"
8.895,"2",0.088821765,"14",125.173,"3","2","2",2956.152,"Food",10
10.895,"1",0.136810742,"5",263.0568,"3","1","2",527.3136,"Food",20
16.2,"2",0.128682722,"6",178.437,"3","2","2",1058.622,"Food",15
12.5,"2",0.109459733,"7",84.1592,"2","3","4",1320.9472,"Food",32
15.1,"2",0.096644015,"11",131.9942,"3","2","2",3047.3666,"Food",10
7.475,"1",0.013120028,"10",217.6192,"3","1","2",1725.7536,"Non Consumable",20
9.17,"1",0.113858603701205,"1",144.847,"3","1","1",143.147,"Food",32
10.8,"2",0.048339408,"1",41.5138,"2","3","3",446.7518,"Food",8
20,"1",0.08165845,"12",35.019,"2","3","3",585.904,"Non Consumable",8
14.3,"2",0.04975339,"11",210.3586,"2","1","2",6331.758,"Food",18
10.1,"1",0.030379382,"9",153.4656,"3","2","2",1853.5872,"Non Consumable",10
17.85,"1",0.065810045,"6",149.105,"3","1","2",2247.075,"Food",20
9.5,"1",0.108134654131881,"15",32.89,"1","3","1",33.29,"Drinks",19
20.75,"1",0.025272781,"9",146.6734,"3","2","2",445.4202,"Non Consumable",10
12.1,"1",0.019314961,"5",164.6526,"1","3","1",657.8104,"Drinks",19
20.6,"1",0.071282168,"10",74.4696,"2","3","3",223.7088,"Non Consumable",8
7.67,"1",0.184843579,"10",33.1216,"3","1","2",727.0536,"Non Consumable",20
16.7,"1",0.122896411,"7",111.1912,"3","1","1",218.3824,"Food",32
20.6,"1",0.082935004,"1",119.5756,"1","3","2",2665.8632,"Food",30
15.35,"1",0.161350176,"15",196.6768,"1","3","1",591.2304,"Drinks",19
5.46,"2",0.106968096,"7",142.6786,"1","3","2",2311.6576,"Food",30
9.395,"1",0.159582185,"15",224.772,"2","1","2",7017.532,"Drinks",18
19.5,"1",0.14453827,"4",180.6002,"3","1","1",895.501,"Food",32
10,"1",0.038685802,"7",243.8144,"3","1","2",4655.2736,"Food",20
10.8,"1",0.172309903,"11",98.2042,"3","1","1",198.4084,"Food",32
7.445,"1",0.037690731,"1",73.3354,"2","1","2",451.4124,"Food",18
10.6,"2",0.05787008,"3",49.7008,"3","1","1",50.6008,"Food",32
15.5,"2",0.026409147,"7",102.1332,"2","3","3",615.1992,"Food",8
19.85,"1",0.064367627,"9",126.1704,"1","3","2",876.1928,"Non Consumable",30
11.5,"1",0.173516063,"7",128.1652,"3","1","2",2454.1388,"Food",20
15.7,"1",0.12898088,"1",250.4724,"3","1","1",251.6724,"Food",32
10.5,"1",0.048115543,"8",159.0946,"3","2","2",4102.6596,"Drinks",15
19.7,"1",0.077899109,"1",177.766,"3","2","2",2696.49,"Food",13
9.395,"2",0.13093275,"6",86.9198,"2","3","4",1569.9564,"Food",32
10.3,"2",0.098464979,"7",188.653,"1","3","1",189.753,"Food",19
20.85,"1",0.037372847,"6",192.7478,"1","3","2",3099.9648,"Food",30
13.35,"1",0.032230526,"11",61.4194,"2","1","2",743.0328,"Food",18
12.1,"1",0.040357315,"7",177.8002,"3","1","2",1611.9018,"Food",20
20.1,"1",0.07461309,"5",108.7228,"3","2","2",1215.7508,"Food",13
19.1,"1",0.160936178,"12",184.2608,"3","1","1",367.5216,"Non Consumable",32
21.25,"1",0.019502354,"14",120.8756,"2","3","3",3150.5656,"Food",8
15.25,"2",0.065577449,"14",181.766,"2","3","4",7370.406,"Food",32
6.655,"1",0.016944719,"7",209.2586,"1","3","2",2954.8204,"Food",30
13.65,"1",0.065576228,"6",47.7402,"1","3","2",643.1628,"Food",30
13.8,"2",0.02579577,"4",88.4172,"3","1","1",89.2172,"Food",32
13.6,"1",0.010008699,"10",176.737,"2","1","2",4940.236,"Non Consumable",18
15.5,"1",0.053362086,"15",41.577,"3","2","2",735.709,"Drinks",13
10.895,"1",0.064621927,"7",196.6794,"1","3","2",1170.4764,"Food",30
19.7,"2",0.018126724,"11",101.799,"3","2","2",1135.189,"Food",10
8.1,"1",0.0642573974698545,"7",211.8902,"2","3","3",3823.0236,"Food",8
21,"1",0.049263979,"14",195.0478,"1","3","2",1549.9824,"Food",30
13.65,"2",0.021343732,"14",58.3588,"1","3","1",114.5176,"Food",19
9.3,"1",0.110681931,"2",63.2826,"2","3","4",1033.3216,"Food",32
18.5,"2",0.061955439,"6",145.1418,"2","3","4",4561.3958,"Food",32
18.6,"1",0.076483451,"14",163.1236,"2","3","4",2416.854,"Food",32
13.15,"1",0.024701262,"10",176.8686,"3","2","2",2133.2232,"Non Consumable",15
15.25,"1",0.02671821,"14",85.2198,"2","3","3",1482.7366,"Food",8
19.35,"1",0.016597651,"6",121.5098,"1","3","2",2892.2352,"Food",30
10.195,"1",0.0514111,"2",33.0558,"2","3","4",984.7182,"Food",32
17.75,"2",0.112985849,"1",185.424,"1","3","1",745.696,"Food",19
20.7,"2",0.11411709,"5",92.7436,"3","1","2",1323.6104,"Food",20
9.5,"1",0.0646622415558602,"7",110.4228,"3","2","2",1547.3192,"Food",10
11.65,"1",0.175033524,"5",55.5298,"3","2","2",647.1576,"Food",10
21.1,"2",0.020760673,"3",128.7994,"3","2","2",1798.9916,"Food",15
7.865,"1",0.061405051,"3",166.3526,"3","2","2",1973.4312,"Food",10
12.35,"1",0.026676216,"4",57.0246,"3","2","2",1737.738,"Food",13
12.15,"1",0.029380407,"10",114.715,"2","3","4",1864.24,"Non Consumable",32
16.25,"1",0.025715562,"7",168.1474,"1","3","2",1516.0266,"Food",30
12.15,"1",0.065026434,"12",253.704,"3","2","2",5060.08,"Non Consumable",10
10.5,"2",0.066315023,"16",78.296,"3","2","2",2157.192,"Food",15
12.8,"2",0.023664054,"11",226.0404,"3","2","2",5400.9696,"Food",10
21.25,"1",0.154627247,"14",177.637,"2","3","4",5469.547,"Food",32
4.61,"1",0.205294827,"8",172.8396,"1","3","1",174.4396,"Drinks",19
7,"1",0.152261999,"4",105.728,"3","2","2",1278.336,"Food",10
10,"1",0.0646641146824417,"9",120.644,"3","2","2",1917.504,"Non Consumable",13
6.405,"1",0.136275173,"14",128.1678,"3","2","2",1017.3424,"Food",13
9.3,"1",0.174621343,"14",104.2964,"2","1","2",1998.7316,"Food",18
11.6,"1",0.038597077,"5",57.9272,"3","2","2",615.1992,"Food",15
16.75,"1",0.029799965,"14",39.1822,"3","2","2",314.2576,"Food",15
12.15,"1",0.011314423,"12",122.973,"1","3","1",123.173,"Non Consumable",19
14.7,"1",0.072410764,"7",48.2034,"2","1","2",1020.6714,"Food",18
20,"2",0.028118435,"7",46.7744,"3","2","2",1222.4088,"Food",13
12.35,"1",0.163350221,"14",120.2124,"3","1","1",474.0496,"Food",32
7.39,"1",0.093307713,"10",250.9066,"3","2","2",1506.0396,"Non Consumable",10
20.75,"2",0.105994654,"3",150.5682,"1","3","1",762.341,"Food",19
9.3,"1",0.067055339,"6",184.2292,"2","3","3",1277.0044,"Food",8
10.195,"1",0.107376743,"14",147.6076,"3","2","2",3547.3824,"Food",13
7.52,"2",0.043810028,"1",181.395,"2","3","4",6042.135,"Food",32
7.68,"1",0.118672537,"7",192.2162,"1","3","1",384.8324,"Food",19
10.195,"1",0.126897925,"4",110.6886,"2","3","3",1223.0746,"Food",8
9.3,"2",0.014076503,"14",200.0084,"2","3","3",2182.4924,"Food",8
8.895,"2",0.088305478,"14",123.473,"3","2","2",1478.076,"Food",13
16,"1",0.090153756,"5",143.2154,"3","2","2",1418.154,"Food",15
19.2,"1",0.182501773,"12",239.2196,"1","3","2",5061.4116,"Non Consumable",30
20.75,"1",0.108710162,"14",161.7578,"3","1","2",2888.2404,"Food",20
11.65,"2",0.058446424,"1",172.1422,"2","3","4",5518.1504,"Food",32
13.5,"1",0.054990009,"9",35.2874,"3","1","2",741.0354,"Non Consumable",20
12.65,"2",0.15528831,"7",241.7538,"2","3","4",9133.4444,"Food",32
19.7,"2",0.018021361,"11",101.199,"3","2","2",1857.582,"Food",13
6.095,"1",0.0816559,"12",143.3154,"3","2","2",2836.308,"Non Consumable",10
8.21,"1",0.010755465,"8",150.8392,"1","3","2",2982.784,"Drinks",30
17.7,"1",0.050111641,"14",165.9816,"1","3","1",167.7816,"Food",19
18.1,"1",0.048931174,"10",127.3336,"3","2","2",1150.5024,"Non Consumable",13
5.695,"1",0.065960909,"6",259.2646,"3","2","2",9275.9256,"Food",10
20.25,"1",0.036319195,"5",219.3482,"3","2","2",5038.1086,"Drinks",13
20.7,"1",0.039055756,"10",152.3366,"2","3","4",2115.9124,"Non Consumable",32
19.35,"2",0.049395242,"7",80.3644,"2","3","4",1885.5456,"Food",32
8.185,"1",0.038789271,"7",115.6808,"2","1","2",703.0848,"Food",18
18.2,"1",0.012659235,"14",140.718,"2","3","3",2656.542,"Food",8
19.25,"1",0.108010006,"10",33.3558,"3","2","2",713.0718,"Non Consumable",13
14.5,"1",0.061934991,"5",154.4998,"1","3","2",1691.7978,"Drinks",30
9.5,"2",0.104421237,"4",80.196,"1","3","2",2157.192,"Food",30
19.85,"1",0.053980686,"13",196.8768,"1","3","2",2561.9984,"Food",30
8.655,"2",0.088121336,"14",119.7756,"1","3","2",2059.9852,"Food",30
10.195,"1",0.126359196,"4",109.2886,"3","2","2",1334.2632,"Food",13
17.75,"1",0.034584356,"5",248.375,"2","3","4",10236.675,"Food",32
14,"2",0.031267496,"4",51.464,"3","1","2",692.432,"Food",20
8.39,"2",0.024304264,"6",114.0176,"2","3","3",1488.7288,"Food",8
11.65,"1",0.040144377,"14",228.9694,"3","2","2",6622.7126,"Food",10
14.5,"2",0.063851475,"2",260.4594,"3","2","2",3139.9128,"Food",13
7.825,"1",0.079243005,"11",65.8826,"2","3","4",1614.565,"Food",32
18.2,"1",0.161355122,"7",38.319,"1","3","2",585.904,"Food",30
15.7,"2",0.02748331,"4",169.379,"2","3","4",5602.707,"Food",32
10.85,"1",0.028738058,"10",117.1808,"3","2","2",703.0848,"Non Consumable",15
17.25,"1",0.073135768,"4",77.2986,"2","3","3",1012.6818,"Food",8
13.65,"2",0.081096613,"6",261.2936,"3","2","2",3131.9232,"Food",10
12.15,"1",0.063430788,"11",65.4826,"1","3","1",258.3304,"Food",19
13.1,"1",0.037549969,"7",176.1054,"1","3","2",4027.4242,"Food",30
13.6,"1",0.016726506,"10",176.037,"1","3","1",352.874,"Non Consumable",19
20.1,"2",0.054565932,"6",152.2366,"3","2","2",2418.1856,"Food",15
16.35,"1",0.029445361,"10",257.6646,"3","1","2",2061.3168,"Non Consumable",20
7.275,"1",0.048932713,"14",144.476,"3","1","1",146.476,"Food",32
6.235,"1",0.118651919,"10",263.991,"3","2","2",4207.856,"Non Consumable",13
8.42,"1",0.112728355,"9",65.8168,"2","3","3",830.9184,"Non Consumable",8
10,"1",0.156094569,"9",144.3102,"3","1","1",145.8102,"Non Consumable",32
9.5,"2",0.104933928,"4",78.796,"2","3","3",1198.44,"Food",8
12.5,"2",0.12341737,"4",86.0198,"1","3","1",87.2198,"Food",19
12.6,"2",0.062700289,"6",102.199,"3","1","2",1960.781,"Food",20
16.85,"1",0.139417654,"14",147.476,"3","1","2",2929.52,"Food",20
19.7,"2",0.01612717,"4",189.3556,"2","3","4",2253.0672,"Food",32
6.635,"2",0.077145553,"6",39.8506,"1","3","1",75.9012,"Food",19
20.2,"2",0.039215075,"3",157.663,"1","3","2",2190.482,"Food",30
14.1,"1",0.089859642,"4",140.2496,"3","2","2",1693.7952,"Food",15
15.15,"2",0.066121873,"6",145.676,"1","3","2",3661.9,"Food",30
13.65,"2",0.026643448,"11",37.9532,"2","1","2",862.8768,"Food",18
20.2,"1",0.073879939,"10",94.0462,"2","3","4",1850.924,"Non Consumable",32
15.85,"1",0.08139146,"2",177.837,"2","3","4",6351.732,"Food",32
8.89,"1",0.005448005,"6",102.1016,"2","3","4",3542.056,"Food",32
12.15,"1",0.028714747,"10",151.9708,"2","3","3",3611.2992,"Non Consumable",8
4.61,"1",0.122058364,"8",172.8396,"2","3","4",7152.0236,"Drinks",32
13.5,"2",0.125528734,"14",262.191,"3","2","2",6048.793,"Food",15
17.5,"2",0.007555176,"5",145.9102,"3","2","2",2187.153,"Food",15
5,"1",0.077046505,"15",189.453,"3","1","1",759.012,"Drinks",32
7.85,"1",0.162980276,"8",145.2444,"3","1","2",1451.444,"Drinks",20
9.695,"1",0.029632784,"14",159.692,"3","2","2",958.752,"Food",15
17.5,"1",0.013634468,"6",256.4304,"3","2","2",1808.3128,"Food",13
9.195,"2",0.064376263,"6",83.1566,"3","2","2",1099.2358,"Food",10
12.1,"1",0.147663025,"7",106.028,"2","3","4",1810.976,"Food",32
21.1,"1",0.029003459,"10",143.4786,"3","2","2",2311.6576,"Non Consumable",13
10.195,"1",0.107834541,"14",146.5076,"2","3","3",1330.2684,"Food",8
17.85,"1",0.146399663,"2",93.8436,"3","2","2",1418.154,"Food",13
15.6,"2",0.04575559,"14",167.1132,"3","2","2",2874.9244,"Food",13
16.1,"2",0.063278652,"5",182.1318,"1","3","2",2345.6134,"Food",30
13.3,"1",0.063664998,"6",151.6708,"2","1","2",3912.2408,"Food",18
12.85,"1",0.122221269,"14",45.9428,"2","3","3",1274.3412,"Food",8
11.5,"1",0.014944614,"16",171.808,"3","2","2",5712.564,"Food",10
16.25,"1",0.025732114,"7",166.4474,"3","2","2",5390.3168,"Food",13
14.65,"1",0.171281641,"8",54.0614,"3","2","2",1160.4894,"Drinks",10
13.15,"1",0.024646608,"10",177.4686,"3","2","2",5510.8266,"Non Consumable",13
8.895,"1",0.0642573974698545,"5",42.0138,"2","3","3",568.5932,"Drinks",8
15.7,"1",0.075661985,"6",181.366,"1","3","1",179.766,"Food",19
16.75,"1",0.126765903,"9",35.7532,"1","3","1",143.8128,"Non Consumable",19
10.3,"2",0.030563449,"7",114.4176,"3","2","2",2633.9048,"Food",13
8.05,"2",0.078522357,"7",257.1646,"2","1","2",6183.9504,"Food",18
18.6,"1",0.039294854,"6",246.6802,"3","1","2",2702.4822,"Food",20
20.75,"1",0.089260667,"3",193.4478,"3","1","2",4843.695,"Food",20
13.5,"1",0.05510153,"9",37.0874,"3","2","2",952.7598,"Non Consumable",15
8.18,"1",0.013127548,"10",142.0154,"3","2","2",1985.4156,"Non Consumable",13
17.25,"1",0.042233642,"5",173.3764,"3","2","2",2061.3168,"Drinks",13
20,"1",0.081492092,"12",35.519,"3","2","2",1025.332,"Non Consumable",15
16.5,"2",0.0642464577651515,"1",96.2068,"3","1","2",3013.4108,"Food",20
9.8,"2",0.14061104,"1",49.8008,"3","1","2",809.6128,"Food",20
17.25,"1",0.072952298,"4",76.0986,"2","1","2",623.1888,"Food",18
15.85,"1",0.069087481,"2",218.7166,"3","2","2",1088.583,"Food",13
14.6,"2",0.075215349,"7",108.4254,"3","1","1",217.0508,"Food",32
18,"1",0.047645037,"10",172.6422,"3","2","2",2931.5174,"Non Consumable",10
7.435,"1",0.122242847,"16",207.5638,"2","3","4",4555.4036,"Food",32
16,"1",0.076975118,"7",46.2086,"2","1","2",490.6946,"Food",18
4.59,"1",0.070890602,"15",111.686,"2","1","2",1584.604,"Drinks",18
11.85,"1",0.132560174,"5",97.2726,"1","3","2",782.9808,"Drinks",30
13,"2",0.044767032,"15",173.7054,"2","3","4",5778.4782,"Drinks",32
17.6,"1",0.007962273,"5",174.0422,"2","3","4",5173.266,"Food",32
18.2,"1",0.058799705,"10",220.7456,"3","2","2",4420.912,"Non Consumable",10
7.825,"1",0.186445212,"10",255.5698,"3","2","2",1522.0188,"Non Consumable",15
13.85,"2",0.098606543,"3",232.73,"3","1","1",932.12,"Food",32
8.895,"1",0.125222705,"10",113.3544,"2","3","3",1006.6896,"Non Consumable",8
18.5,"2",0.062609071,"6",148.6418,"3","2","2",1765.7016,"Food",10
14.85,"2",0.009930514,"14",157.463,"1","3","2",2503.408,"Food",30
20.2,"1",0.099428487,"10",187.8898,"2","3","4",7296.5022,"Non Consumable",32
7.51,"1",0.103793399,"14",110.1544,"3","2","2",2684.5056,"Food",13
15.6,"1",0.0635953402378303,"7",111.9518,"2","1","2",2163.1842,"Food",18
8.02,"1",0.111419588,"14",154.3998,"3","2","2",3383.5956,"Food",13
11,"1",0.106051405,"2",124.4046,"3","2","2",2241.0828,"Food",15
5.785,"2",0.04016342,"14",181.166,"2","3","4",3415.554,"Food",32
17.5,"1",0.026925385,"6",264.391,"3","2","2",5259.82,"Food",15
7.235,"1",0.099962524,"14",193.8452,"3","1","2",1957.452,"Food",20
14.15,"1",0.020614212,"7",126.4046,"2","3","4",5353.6978,"Food",32
17.7,"1",0.050692386,"10",125.6678,"2","3","4",4832.3764,"Non Consumable",32
18,"1",0.008589133,"1",81.0618,"3","2","2",1450.1124,"Food",10
16.1,"1",0.023673342,"15",189.0846,"2","3","3",5350.3688,"Drinks",8
7.475,"1",0.075881475,"10",155.2656,"3","2","2",2934.8464,"Non Consumable",15
16.5,"1",0.061330521,"10",178.7318,"1","3","1",360.8636,"Non Consumable",19
11.35,"1",0.030869612,"14",49.8008,"3","2","2",708.4112,"Food",15
16.1,"2",0.024944396,"7",95.441,"3","2","2",2220.443,"Food",13
18.7,"1",0.057654132,"5",83.1566,"3","2","2",1606.5754,"Food",15
8.645,"1",0.143713508,"9",96.641,"3","2","2",868.869,"Non Consumable",15
17.1,"1",0.032812669,"6",147.1392,"3","2","2",2237.088,"Food",10
9.8,"2",0.045266806,"1",36.9874,"3","1","2",705.748,"Food",20
16.1,"1",0.099747488,"7",75.2328,"2","3","4",1544.656,"Food",32
7.475,"1",0.0643032613957621,"7",242.9854,"2","3","4",6767.1912,"Food",32
15.25,"1",0.089742065,"6",213.7192,"1","3","2",1078.596,"Food",30
10.5,"1",0.011351778,"10",236.5248,"3","2","2",4029.4216,"Non Consumable",10
5.82,"1",0.081096613,"10",170.379,"3","2","2",1018.674,"Non Consumable",10
10,"1",0.025827199,"4",263.2226,"3","1","2",3700.5164,"Food",20
5.5,"1",0.0648003527697595,"12",103.1016,"3","2","2",2024.032,"Non Consumable",15
18.35,"1",0.148938624,"10",191.9504,"1","3","1",767.0016,"Non Consumable",19
19,"1",0.108134654131881,"9",211.0244,"1","3","1",1482.0708,"Non Consumable",19
6.71,"2",0.029535852,"1",67.5142,"1","3","2",593.2278,"Food",30
10.3,"2",0.011143599,"14",88.254,"2","1","2",1125.202,"Food",18
18.35,"1",0.014045832,"10",222.7746,"2","1","2",1570.6222,"Non Consumable",18
13.8,"2",0.014730322,"4",90.9172,"3","2","2",2141.2128,"Food",13
10.5,"2",0.026520107,"1",144.8128,"3","2","2",2157.192,"Food",10
20.75,"2",0.083736551,"6",178.7318,"2","1","2",3428.2042,"Food",18
6.825,"1",0.059557164,"9",263.7226,"2","3","4",6872.3876,"Non Consumable",32
9.895,"2",0.028837829,"4",117.8492,"2","3","3",1506.0396,"Food",8
19.7,"1",0.113669629,"4",89.0198,"3","1","1",174.4396,"Food",32
6.365,"1",0.012865901,"6",59.3536,"3","1","1",122.5072,"Food",32
20,"2",0.182236555,"4",107.1622,"3","1","1",211.7244,"Food",32
11.1,"1",0.176069023,"1",156.7604,"1","3","2",1901.5248,"Food",30
10.1,"2",0.053574075,"7",223.7088,"3","2","2",2684.5056,"Food",13
17.2,"2",0.044063785,"4",147.2418,"3","1","1",294.2836,"Food",32
14,"2",0.105573769,"6",143.9812,"2","3","3",1139.8496,"Food",8
11.35,"1",0.030657949,"14",50.5008,"2","3","4",1012.016,"Food",32
9.395,"2",0.172042892,"7",139.9838,"3","2","2",1966.7732,"Food",10
20.2,"1",0.064052392,"14",256.1646,"2","3","4",7472.2734,"Food",32
19.25,"2",0.034531702,"4",142.2496,"2","3","4",2399.5432,"Food",32
6.13,"1",0.028365524,"10",110.0912,"2","1","2",1637.868,"Non Consumable",18
8.5,"1",0.097866209,"4",51.1324,"3","2","2",1350.2424,"Food",13
11.8,"2",0.01401884,"6",178.1344,"2","3","4",3747.1224,"Food",32
9.1,"1",0.0642464577651515,"10",114.4518,"3","1","2",1593.9252,"Non Consumable",20
15.25,"1",0.044539371,"14",85.3198,"1","3","1",261.6594,"Food",19
13.5,"1",0.064299088571134,"7",179.9976,"1","3","2",4889.6352,"Food",30
10.8,"1",0.0635953402378303,"8",72.338,"2","1","2",805.618,"Drinks",18
15.2,"1",0.050168354,"15",95.3752,"3","2","2",1438.128,"Drinks",13
19.35,"2",0.040154087,"15",164.6868,"3","2","2",1146.5076,"Drinks",10
12.3,"1",0.009364957,"1",74.238,"2","3","4",1171.808,"Food",32
11.5,"2",0.037539164,"14",106.9254,"1","3","2",3038.7112,"Food",30
9.8,"1",0.026992588,"11",127.302,"3","2","2",2277.036,"Food",10
7.475,"1",0.076156245,"10",156.4656,"3","2","2",2008.0528,"Non Consumable",10
9.8,"1",0.026192765,"14",215.685,"2","3","3",649.155,"Food",8
10.3,"2",0.058542509,"7",188.353,"2","3","4",4364.319,"Food",32
14.75,"1",0.089686322,"14",115.3518,"2","3","3",1821.6288,"Food",8
5.5,"1",0.047364617,"12",100.0016,"3","2","2",708.4112,"Non Consumable",10
17.2,"1",0.156269303,"11",159.6578,"3","2","2",3048.6982,"Food",13
19.2,"1",0.035185588,"14",181.3318,"3","1","2",1443.4544,"Food",20
6.035,"1",0.247321039,"14",152.3998,"3","1","1",153.7998,"Food",32
14.85,"2",0.009979271,"14",155.763,"2","3","3",3129.26,"Food",8
7.565,"1",0.054863459,"9",58.393,"2","3","3",509.337,"Non Consumable",8
18.25,"1",0.075620262,"14",123.8046,"3","2","2",3486.1288,"Food",10
9.6,"2",0.02236923,"2",104.799,"2","3","3",1341.587,"Food",8
7.855,"2",0.073906461,"5",218.4482,"3","2","2",4819.0604,"Food",13
10.1,"1",0.032283676,"4",52.2008,"3","2","2",759.012,"Food",10
10.395,"1",0.11207602,"14",58.022,"3","2","2",659.142,"Food",13
16.25,"1",0.087668236,"5",94.941,"3","2","2",1737.738,"Food",10
17.6,"1",0.049067877,"14",115.6176,"3","1","2",2519.3872,"Food",20
15.5,"2",0.026355345,"7",100.8332,"3","2","2",1537.998,"Food",15
7.59,"2",0.145631695,"7",172.808,"2","3","3",2250.404,"Food",8
17.7,"1",0.029793955,"14",167.2816,"2","3","4",5704.5744,"Food",32
11.1,"1",0.033160417,"10",119.6124,"2","1","2",2251.7356,"Non Consumable",18
10.895,"1",0.035574413,"7",131.4284,"2","3","4",5404.9644,"Food",32
16.1,"2",0.047801883,"6",127.4362,"3","1","2",2265.0516,"Food",20
5.155,"1",0.083198341,"6",246.0776,"3","1","2",990.7104,"Food",20
11.65,"1",0.059281315,"13",111.586,"3","1","1",339.558,"Food",32
17.5,"1",0.171417316,"15",173.0738,"3","1","1",347.5476,"Drinks",32
6.365,"1",0.007348286,"6",62.8536,"3","1","2",796.2968,"Food",20
11.65,"1",0.0646641146824417,"1",152.6024,"3","2","2",303.6048,"Food",13
18.25,"2",0.170795745,"5",154.463,"3","2","2",2190.482,"Food",13
11.8,"2",0.025966531,"11",102.2674,"2","1","2",2444.8176,"Food",18
18.2,"1",0.161489509,"7",37.619,"3","1","2",366.19,"Food",20
13.65,"2",0.025899245,"14",81.1302,"1","3","2",792.302,"Food",30
8.365,"2",0.039906377,"7",191.3188,"2","1","2",1713.7692,"Food",18
17.6,"1",0.072864869,"15",165.2526,"3","1","1",822.263,"Drinks",32
20.7,"2",0.079419755,"1",99.8042,"2","1","2",1488.063,"Food",18
17.75,"1",0.03050705,"12",180.366,"3","1","2",2336.958,"Non Consumable",20
18,"1",0.073490977,"4",157.3972,"2","3","3",778.986,"Food",8
9.695,"1",0.070843019,"8",177.7344,"3","2","2",1605.9096,"Drinks",10
6.42,"1",0.053688479,"5",178.3002,"2","3","3",2328.3026,"Food",8
10.6,"1",0.056911107,"5",233.9642,"3","2","2",3717.8272,"Drinks",15
5.03,"1",0.014472516,"10",122.0756,"1","3","1",121.1756,"Non Consumable",19
7.825,"2",0.150319469,"6",156.9288,"3","2","2",1571.288,"Food",15
8.63,"2",0.032750291,"14",112.1518,"2","3","4",5351.0346,"Food",32
17.7,"2",0.016622448,"7",50.2034,"2","1","2",1166.4816,"Food",18
8.235,"1",0.014482153,"9",182.295,"2","1","2",3661.9,"Non Consumable",18
11.6,"1",0.0648003527697595,"15",141.6154,"3","2","2",3829.0158,"Drinks",15
17.2,"2",0.025205909,"4",149.1418,"2","1","2",1177.1344,"Food",18
11,"1",0.037971697,"9",38.948,"3","2","2",519.324,"Non Consumable",15
19.6,"1",0.039544237,"14",163.6526,"1","3","2",1151.1682,"Food",30
8.02,"1",0.111613921,"14",152.6998,"2","1","2",3383.5956,"Food",18
5.365,"2",0.140524691,"13",172.7764,"3","2","2",2233.0932,"Food",15
11.35,"2",0.045073782,"14",101.9016,"3","2","2",2631.2416,"Food",15
19.7,"1",0.043168763,"15",82.8592,"3","1","1",165.1184,"Drinks",32
16.35,"1",0.020547951,"7",51.2324,"3","1","2",571.2564,"Food",20
17.25,"1",0.113694957,"10",253.4724,"2","1","2",6040.1376,"Non Consumable",18
13.8,"1",0.097043739,"5",57.493,"3","2","2",1358.232,"Drinks",13
8.485,"1",0.058121214,"9",104.499,"3","2","2",1238.388,"Non Consumable",13
11.8,"2",0.07665661,"14",32.3558,"1","3","2",169.779,"Food",30
15.35,"1",0.035204319,"10",122.873,"2","1","2",2832.979,"Non Consumable",18
10,"1",0.089333332,"9",145.6102,"3","2","2",2624.5836,"Non Consumable",15
19.2,"2",0.0646622415558602,"4",153.3314,"3","2","2",3257.7594,"Food",10
18.6,"1",0.080956792,"9",95.2436,"3","2","2",1796.3284,"Non Consumable",10
18.5,"1",0.03391645,"12",130.9284,"1","3","2",1713.7692,"Non Consumable",30
20.25,"2",0.102704495,"4",94.312,"3","2","2",2982.784,"Food",13
12.35,"1",0.163910938,"10",119.2124,"3","2","2",1303.6364,"Non Consumable",13
14.5,"2",0.058827383,"7",172.2448,"3","1","2",2897.5616,"Food",20
14.8,"1",0.044840933,"15",78.367,"1","3","2",918.804,"Drinks",30
14,"2",0.029843736,"5",143.9786,"2","3","3",866.8716,"Food",8
10.8,"1",0.061446997,"15",150.4024,"3","2","2",2884.2456,"Drinks",10
14.65,"1",0.011180713,"12",53.8614,"1","3","2",221.0456,"Non Consumable",30
18,"1",0.038822077,"14",147.7418,"2","3","4",1618.5598,"Food",32
6.65,"1",0.053397989,"4",149.3734,"3","2","2",296.9468,"Food",15
6.59,"1",0.043828293,"10",121.4098,"1","3","1",241.0196,"Non Consumable",19
9.195,"2",0.214139786,"7",102.4016,"3","1","1",202.4032,"Food",32
9.395,"2",0.109075742,"15",42.9112,"3","2","2",426.112,"Drinks",13
19.75,"1",0.012448294,"7",188.2872,"3","1","2",2647.2208,"Food",20
7.56,"1",0.064030636,"6",154.463,"2","3","3",2503.408,"Food",8
20.25,"1",0.14781046,"10",234.8616,"1","3","2",2812.3392,"Non Consumable",30
20.6,"1",0.071136948,"10",76.3696,"3","2","2",372.848,"Non Consumable",15
6.575,"2",0.07566089,"2",145.4444,"3","2","2",2612.5992,"Food",15
19.7,"2",0.16102755,"4",254.1014,"3","2","2",4845.0266,"Food",15
13.5,"2",0.029893094,"14",81.096,"1","3","1",159.792,"Food",19
6.28,"1",0.027761289,"15",85.8198,"3","2","2",872.198,"Drinks",15
18.25,"1",0.012272797,"7",160.2894,"3","2","2",3235.788,"Food",13
9.3,"1",0.174317307,"14",106.7964,"3","2","2",841.5712,"Food",13
16.6,"1",0.135707553,"8",170.6422,"3","2","2",1379.5376,"Drinks",13
16.35,"1",0.068219025,"7",198.9426,"3","2","2",3559.3668,"Food",15
10,"1",0.021468792,"10",251.675,"3","2","2",4244.475,"Non Consumable",15
